ids,score
55061,0.46751802639272916
67669,0.511300396538633
228925,0.0013229556429505708
4248,0.579370144722423
109584,0.5601549420586133
117235,0.5998277209826544
71898,0.2660931702758271
109497,0.48811035027620153
117936,0.6601626240132302
116979,0.4982894447367083
252165,0.6009046397499793
44279,0.5928604799587848
97390,0.48811035027620153
60210,0.4081758273314072
27707,0.579370144722423
214933,0.6004882543886584
64394,0.44830633151903504
209999,0.08847488629196638
47952,0.5306294133748187
232835,0.6111983544208996
113706,0.1231010170088094
247669,0.5197416754610727
37143,0.6035107039012705
222156,0.06998132149219581
28522,0.46499991699242865
110978,0.32551422373197
147994,0.49712289967344647
9344,0.5911228151156175
159763,0.010969749757833124
207324,0.611957877419235
197822,0.6216781177372755
277575,0.5018639382933628
86673,0.4316914567877337
135646,0.452282110891712
26928,0.5459766170475424
277838,0.6696156402619738
194447,0.6183656143769917
162291,0.5844921120340022
241955,0.5720691434946917
288229,0.003481392106436274
228727,0.4673796234706857
158349,0.5469071624550481
35149,0.4774080509985776
208373,0.5659664352396354
95674,0.6068679437487353
301420,0.4180015763319348
241284,0.4233263655182882
202356,0.3891453097596599
285886,0.6051074173957105
163692,0.5920201916299446
186461,0.5267661629958676
152120,0.37145832691305336
18990,0.56331747508535
18537,0.579370144722423
48601,0.6121904619676282
137011,0.10286158514083554
219282,0.5019207570838673
22464,0.4902864079082374
65755,0.6161713347356798
245706,0.48524197311315104
287423,0.600514305760832
89739,0.49491340226278385
81126,0.7251174422960486
100791,0.5797028655254118
207008,0.3973030536346141
188109,0.5522309446274015
169127,0.49491340226278385
83855,0.5976984174532659
55925,0.5524852899514455
114130,0.5575927685498461
4615,0.45649810980782773
267570,0.5955171351171502
141648,0.6226440942776605
115755,0.49823865344952
239250,0.036328369360924644
280874,0.5887867813619652
247176,0.5895526700286746
5427,0.5644239756351623
144839,0.42731748543227416
119196,0.6440932794713545
33804,0.4365944400385189
213353,0.5927860696835406
200073,0.5999081497326066
58908,0.2925897076859784
130684,0.6114950940632783
127139,0.4925619597436792
153533,0.6216781177372755
247754,0.08551821027863185
103987,0.4743565537914365
184996,0.573004948085196
168241,0.533742084049905
87370,0.5617930375955527
64828,0.5928708335336126
50401,0.6399243562791052
284865,0.5634237520559646
72566,0.4579519186369174
105858,0.5148581458920081
258192,0.5333892156163752
268178,0.21176206028304373
51396,0.5144064186922321
59268,0.6035676220251072
230134,0.6302437089142512
272983,0.5464684137754562
153108,0.5686083176134715
249898,0.6617355692565322
58072,0.5987235378412372
155982,0.5949203888176547
7604,0.5781238847644132
155078,0.5849993270257219
207304,0.60327216962829
149797,0.5849192664126636
83974,0.5971730422126816
134604,0.5690867598676783
129238,0.5251423690948167
177062,0.45569901388082
115004,0.4391727006752334
123888,0.4512645489681583
275326,0.6050415734009608
263850,0.5801473617002925
397,0.0035958514291143484
282900,0.45106720372307707
299331,0.7144793690018686
294413,0.000996795646581725
214952,0.6154871650324478
125832,0.7220747115870075
300723,0.5918306755477806
154067,0.4920083878833005
147190,0.6637265077629072
185143,0.6576922776912995
139813,0.1105687304665375
231189,0.6418688215861833
222709,0.6601893585840536
2586,0.5771015375666981
83759,0.4743565537914365
102395,0.5258056649649888
143501,0.5789951661583407
105072,0.579287209039478
36496,0.4188214085765047
297237,0.4510509837348971
110414,0.6209912425063957
159482,0.07092105893943604
223082,0.3675488441709183
182506,0.5694596229742029
181647,0.03757697756904745
40887,0.010571369413113995
41386,0.6324430351052117
238880,0.5825187235410656
197940,0.630463436012413
263589,0.6136118197494599
41897,0.6887002306596485
160464,0.5473828555590273
266257,0.5181075699747323
220420,0.4237774787354272
130792,0.3045742722060346
292116,0.6107835152910991
46292,0.4771868941852211
108542,0.051218666401915976
242798,0.6378923124870666
152896,0.5530176087780241
30557,0.4955681058827877
188106,0.5263276362925389
57309,0.5498535927845245
140251,0.4778608301960306
301969,0.634014470090002
129618,0.008876884764494594
163867,0.00813635413712354
255423,0.6092126419539126
92079,0.5591092528131746
237641,0.6617022150095069
243116,0.07693457106555932
24614,0.4855656454582336
252460,0.6636119944107223
172784,0.5536174783821524
202879,0.6019035583531666
252421,0.6076702429025246
147171,0.011440033926209866
286960,0.6043828127957827
223507,0.508672043326106
183605,0.32730735202142813
101711,0.5415349649412041
279703,0.5276074898755633
258466,0.032889818955491305
214852,0.42210990379654456
284973,0.04360215221132529
207406,0.587385867232884
291153,0.32068083028613487
150275,0.5833687763929212
202504,0.6232009986533796
213376,0.05687589818130333
5352,0.6161713347356798
252035,0.6016843077246071
239700,0.05100587641089199
245946,0.16108813067125693
129634,0.6058256731250357
213458,0.5113483954778856
22621,0.634946827496628
135639,0.6240880529631855
200331,0.5354365296258476
172586,0.5957319700330655
35912,0.5710094715342998
97061,0.576739040588266
186483,0.016043155147049154
132921,0.6194004167893356
139301,0.6181704023294802
117436,0.4365944400385189
272242,0.5970324731343254
116565,0.008020047891322988
135662,0.5779261711954395
114622,0.6245403378631428
148507,0.5864909243250526
143095,0.611957877419235
278391,0.3120696135574851
236575,0.658507958848351
272591,0.5586030806921899
222291,0.6055276467294092
231834,0.6586859029756799
17823,0.579370144722423
251525,0.5533195465693042
173435,0.5947463912970836
192812,0.7106233243078616
161546,0.5523762850938266
213921,0.5491789775161148
162830,0.5654413242655061
281006,0.039127909290089656
158907,0.46751802639272916
233090,0.6003411382041706
301859,0.26346818776858383
301018,0.6348803225054446
183330,0.007117566895062682
9124,0.37502011116487255
150711,0.6352817711201756
10740,0.4282147547690579
193502,0.20634465250672732
195152,0.4700193497413146
129237,0.5734473707727054
251797,0.16490091526950512
112157,0.6127066925448347
208031,0.6045389010157657
32402,0.6041444604191661
172173,0.5552465455430756
303535,0.5663109078551427
209749,0.5215635781845342
85463,0.5058972715758903
117558,0.34509959698306314
168870,0.1553048702804692
189837,0.6297246684350434
1288,0.004855940722241131
227476,0.6680755881285795
292712,0.5299149722775806
112195,0.47603721126704374
44104,0.5083149056541488
285671,0.18589983792327266
27078,0.634946827496628
218961,0.5959478358458736
47491,0.49491340226278385
125565,0.5530176087780241
93626,0.1649447235185767
231117,0.609063347593247
178033,0.6261871091931202
128005,0.5497194739221462
289043,0.6184893097803891
147692,0.4640991028305598
270737,0.5381767279391039
275053,0.561669453979074
10950,0.5384162903090205
25482,0.4955681058827877
69352,0.615033306247014
224120,0.6494350646340903
287828,0.6393826009373561
114283,0.4273238219933661
277553,0.29869060543260506
305592,0.5251663006882925
245084,0.5653817720337855
196817,0.5633276476543948
265189,0.49192565342218164
182379,0.18172857432265882
166911,0.5789951661583407
116634,0.34423212483237065
31599,0.5897116499707621
214044,0.028255762046352016
262737,0.6190188394995005
199788,0.6569847730512172
85225,0.31389878711287367
108470,0.543050014989497
32201,0.6751297443477288
294418,0.47399335716452645
143615,0.6107192432873714
130159,0.6035676220251072
119764,0.45150651460174734
169192,0.5063602359851923
153061,0.6326738056549541
201260,0.0010314285261187335
71329,0.4864736505013994
176681,0.650566070681319
289487,0.6121527739313156
386,0.5717203736692429
143187,0.5935276658933004
139030,0.7220747115870075
214434,0.6219099331688704
126002,0.3793844990327248
115983,0.5709470121218969
184700,0.5603167565956552
140869,0.6766903201927255
241338,0.6155371426469982
182418,0.5537238963435266
269121,0.5519716192325455
254160,0.6235785608483495
296493,0.49028863369312536
154483,0.5756719107615484
1706,0.5618369274674737
13338,0.4222535989176888
166956,0.6012683222784505
196018,0.6059010460192025
159870,0.359668457724029
9804,0.6449945685814512
8705,0.5024313586511738
2627,0.4442394190254634
77270,0.5653996993042404
66509,0.6134583584056379
4543,0.5757605072515644
256680,0.5633631142408135
301892,0.6003268100720508
118979,0.5870372065782486
197907,0.5205668120517911
305338,0.49353433163690785
173315,0.6171320764353593
3820,0.5063950716060626
218299,0.6121183007487174
185986,0.013436397264916671
76642,0.6287327906393484
81789,0.6477373246278744
54486,0.5478500016104495
1190,0.6287327906393484
163662,0.6287327906393484
101622,0.5538843941724217
177755,0.5390222857649476
64139,0.3506155494850157
177081,0.586986548556804
254333,0.5117051553441515
69338,0.5300711153241302
172978,0.5116113130799265
122600,0.6273745185364563
119704,0.5792472236405609
177583,0.49028863369312536
246923,0.6334009541056927
162865,0.6898495440141763
155400,0.6015082989561621
145435,0.6151151582845946
159044,0.6759428671679946
76010,0.5913318331644836
302236,0.4313351071584187
188432,0.6453813929621978
100029,0.4222535989176888
152310,0.4391727006752334
13154,0.5096720612923624
294803,0.05238433693200286
45056,0.5116821560553079
244483,0.22053695907279272
46223,0.48699112245362997
39519,0.5193770848032754
146644,0.24455185636139984
94695,0.6297246684350434
151836,0.6788791219920728
96610,0.5343941914311161
137050,0.49278799490569547
95011,0.5834475992663893
160727,0.6278219817070103
282738,0.5880734457355995
151758,0.5151626651370513
129342,0.5140049557638567
139932,0.6201056455133577
281773,0.5205668120517911
146139,0.6586588782744471
35725,0.511300396538633
164493,0.5707302232940705
57400,0.22637976166672744
226428,0.0913350128367914
107707,0.6233140068626013
1407,0.49491340226278385
43263,0.4997316899611192
260702,0.6292183294462563
229736,0.6593409706951541
145213,0.4539585856569731
190176,0.43783561432340107
185852,0.06846953184131074
102096,0.562083144090268
37662,0.6184287773123885
189419,0.4544500048618103
798,0.6343218689820564
9644,0.6519960150745415
237599,0.6269399859390541
99194,0.6463360095667746
43909,0.5538862509029009
275183,0.5815495890005753
43479,0.308930201143511
297956,0.027278090260501726
110329,0.5876697782978609
257705,0.5560916321513342
297964,0.619271927676677
214065,0.6347839844702453
105297,0.6051074173957105
141294,0.5481348886192863
210458,0.5671007040996979
59292,0.367434711144571
160160,0.5554170125625231
287081,0.4981839729449728
263958,0.6325420895522116
196154,0.5664369781646788
59760,0.014771660107595013
162270,0.5796548482948795
151153,0.5550088457962306
280065,0.5767647869738376
66744,0.49087530800189116
153696,0.6199656240833625
143849,0.6156599226365407
201675,0.6687873577523712
77966,0.599997772305097
79557,0.517013879571619
67823,0.5670138713040691
126757,0.4897903808082112
62645,0.5675008402657331
1682,0.5847878082796941
120041,0.6239523922947711
28714,0.6279438913004382
57744,0.6035676220251072
217657,0.5773360166461272
5837,0.5909141288631422
246597,0.5933536022856355
156923,0.51536414974801
8951,0.6121904619676282
242028,0.6782569644098879
143534,0.5068428017767252
271379,0.6386156946999639
31252,0.531355816586383
138158,0.09054247982318096
289439,0.603011196451438
222137,0.5819614745507314
69547,0.2648787487636945
87667,0.6181704023294802
121101,0.5258273449866808
276317,0.5499188518184089
2085,0.019747592898350916
287752,0.49777477166838974
179396,0.6117963404865138
147846,0.5736950723737624
196497,0.6511003393327748
115757,0.5525502768426901
189910,0.5625278821211462
139298,0.46636560405510696
47929,0.677967839805699
268423,0.19556977692735744
81549,0.5373182977853932
255965,0.20066707823573599
79050,0.5690867598676783
48064,0.5490204090891525
264650,0.018053127457065853
240771,0.5550868580923166
140192,0.22550313433077815
11999,0.5251423690948167
4132,0.4664502069516062
20176,0.6616438000755667
161246,0.31091679113111065
150635,0.53279515956733
21956,0.0049442560287031034
39242,0.5690867598676783
238501,0.5576006072116196
29439,0.6156308611645425
286871,0.5558159690842465
4051,0.5840921645983499
76997,0.5539152671251227
254438,0.4622000138678017
261780,0.5911657652641591
230742,0.6245403378631428
260059,0.5653968545502981
96939,0.6245403378631428
93048,0.5374407710931918
47773,0.523525668135435
145837,0.5929170935126525
89855,0.47603721126704374
20239,0.4685133157643095
109813,0.017269473218236617
133867,0.039033839501935445
288942,0.543487083413842
299568,0.24749404902819003
80356,0.0070058528045691265
95989,0.6050390997119739
302750,0.49491340226278385
268736,0.5438697959771064
104938,0.5379298051632849
162568,0.0060413241509026374
60429,0.013451356654996952
93988,0.620242800515025
44533,0.0055902373855782166
298685,0.10257171953852508
81616,0.37109715462657045
60297,0.523099008868698
56178,0.5506905831146661
88337,0.5968500775033481
230280,0.6222333526857841
132878,0.5715226950557457
90977,0.617854617212638
117736,0.5877091529890539
145051,0.05151001971345508
134906,0.41771536798480285
293134,0.24864231145746715
248941,0.6838842770234398
76898,0.4974086799072624
212980,0.004631784279066387
44844,0.579370144722423
149219,0.5542243633579383
289776,0.4616645941178479
251594,0.2606485863375938
194165,0.0021528702022401537
264682,0.6750157685260697
134530,0.650804051677451
3292,0.005094919827858107
65525,0.6339019875330401
61240,0.5613257304865711
983,0.6047114064951583
40605,0.46751802639272916
116905,0.58746449780964
183653,0.5035188864646447
160833,0.4710447341852022
155936,0.5794763675246675
86421,0.6161713347356798
39638,0.5270117318335388
26894,0.5658173761106234
161876,0.5938914017907561
115335,0.5167753042594112
96813,0.5491605550817874
111573,0.6022475341145475
269036,0.5958009710892942
223581,0.6076665831258551
225218,0.0010207452317161606
43925,0.5636591973560761
234599,0.6107835152910991
159443,0.6049144177330296
93070,0.2754709681598686
208360,0.1770225333712927
242098,0.5875658052162117
106534,0.5110772984358256
239116,0.5740951310218959
227843,0.5784716945348979
259473,0.6418688215861833
111376,0.5641366786086673
276618,0.5627431643209053
44425,0.03979747234803583
137813,0.5539152671251227
145598,0.5491605550817874
210644,0.0602925209433139
259148,0.4875719511444414
137737,0.5464701502473115
100009,0.5167836013331197
22008,0.6034494221764704
168897,0.5632577738365956
172477,0.547415077884153
43000,0.5059390026354248
128372,0.6019612868784084
21895,0.4869759430770095
238755,0.6019612868784084
17294,0.645899323424611
42684,0.5550455427067869
250515,0.5235457631595709
107619,0.6013764491106035
203493,0.5641849515953513
229487,0.6121527739313156
240930,0.5568796710840613
50376,0.46751802639272916
190385,0.003971313881390843
109175,0.3912955321470049
264003,0.5703869335833932
55392,0.5035313368690857
32448,0.6784585866202006
2904,0.5623043092384057
281369,0.4849114405351313
245451,0.6183698608696248
90242,0.5322443863527032
86493,0.7220747115870075
243726,0.5691010727703752
44645,0.48699112245362997
201368,0.5611078625819097
132504,0.6485357879227922
123655,0.5849192664126636
284327,0.6168806595466957
19211,0.6302520328757192
155865,0.46552568746495354
187006,0.425928370938822
98721,0.5140049557638567
193670,0.5532116927326591
184195,0.5267794766916348
7442,0.6772452665776226
257656,0.5359081047972514
81416,0.23039315283458286
288002,0.003784355068940364
247429,0.6037084366627481
207138,0.5819614745507314
197066,0.6045887831463314
251156,0.5491564888533761
236133,0.1523944582205567
209255,0.6231911808390806
100358,0.5741034860291381
242326,0.6009046397499793
175748,0.5097630556562237
236684,0.5558609665855841
277850,0.5679790878629186
296794,0.5722282936090817
741,0.5490449486961557
186706,0.7036564202328195
234514,0.11834366614334119
117540,0.5565096460255162
18143,0.028356125103709672
97221,0.5338451563346497
18404,0.4745103653433137
258496,0.5902873584146862
218996,0.5922846110221179
143752,0.5755464893411147
50887,0.579370144722423
301068,0.5998383475609306
171031,0.6201056455133577
122460,0.6507105664152671
43489,0.5384162903090205
258484,0.14456510788155058
52910,0.5781741773941029
238799,0.5983189703983794
119374,0.6227140481038588
277182,0.014317306107912047
161487,0.0026619733692418183
63822,0.5530176087780241
220595,0.5877457845820507
38982,0.5463992327059989
303087,0.6059490506797297
178436,0.6477265344943597
50750,0.016367122150127398
260541,0.5733733653608168
31197,0.6035676220251072
39252,0.5696131606531262
150497,0.6004180044919475
20403,0.5715069121202945
26919,0.5468734930266412
167863,0.5059390026354248
239061,0.43412423565025576
280087,0.057083523959342526
241064,0.08282271984899478
73892,0.5300711153241302
262154,0.4802580579060854
9072,0.5300711153241302
212153,0.5974379649284307
103398,0.5532604657803766
290968,0.0014494864684062424
169539,0.49831948439245727
286767,0.5511802755942351
133201,0.5674254461594888
277050,0.641794145663444
